field_1,Estacion,mes,lat,long,Altura_(m),Numero,Temperatura_(C),Temperatura_maxima_(C),Temperatura_minima_(C),Humedad_relativa_(%),Velocidad_del_Viento_(km/h),Nubosidad_total_(octavos),Precipitacion_(mm),Frecuencia_dias_Precipitacion_>0.1_mm,CL
"641",TANDIL,jun,-32.714285714285715,-55.000000000000000,"175","87645",7.200000000000000,13.000000000000000,2.300000000000000,81.000000000000000,12.100000000000000,4.500000000000000,37.200000000000003,5.500000000000000,"2"
"642",TANDIL,jul,-32.714285714285715,-55.000000000000000,"175","87645",6.300000000000000,12.400000000000000,1.400000000000000,80.700000000000003,12.500000000000000,4.400000000000000,37.600000000000001,6.100000000000000,"2"
"643",TANDIL,ago,-32.714285714285715,-55.000000000000000,"175","87645",8.100000000000000,14.699999999999999,2.600000000000000,76.200000000000003,14.000000000000000,4.200000000000000,45.200000000000003,5.500000000000000,"2"
"644",TANDIL,sep,-32.714285714285715,-55.000000000000000,"175","87645",10.100000000000000,16.600000000000001,4.100000000000000,74.599999999999994,15.400000000000000,4.200000000000000,58.600000000000001,6.800000000000000,"2"
"645",TANDIL,oct,-32.714285714285715,-55.000000000000000,"175","87645",13.500000000000000,19.800000000000001,7.200000000000000,73.500000000000000,15.500000000000000,4.100000000000000,97.700000000000003,9.199999999999999,"2"
"646",TANDIL,nov,-32.714285714285715,-55.000000000000000,"175","87645",16.399999999999999,23.000000000000000,9.699999999999999,70.700000000000003,14.900000000000000,3.900000000000000,94.599999999999994,8.500000000000000,"1"
"647",TANDIL,dic,-32.714285714285715,-55.000000000000000,"175","87645",19.300000000000001,26.399999999999999,11.900000000000000,66.500000000000000,14.400000000000000,3.500000000000000,79.200000000000003,7.400000000000000,"1"
"648",DOLORES,ene,-33.142857142857146,-55.636363636363633,"9","87648",21.800000000000001,28.600000000000001,,73.500000000000000,10.000000000000000,3.600000000000000,108.400000000000006,8.300000000000001,"1"
"649",DOLORES,feb,-33.142857142857146,-55.636363636363633,"9","87648",20.800000000000001,27.399999999999999,14.699999999999999,77.200000000000003,8.400000000000000,3.300000000000000,99.799999999999997,8.100000000000000,"1"
"650",DOLORES,mar,-33.142857142857146,-55.636363636363633,"9","87648",19.000000000000000,25.600000000000001,13.300000000000001,79.799999999999997,7.600000000000000,3.400000000000000,90.400000000000006,8.400000000000000,"1"
"651",DOLORES,abril,-33.142857142857146,-55.636363636363633,"9","87648",15.100000000000000,21.600000000000001,,81.500000000000000,7.900000000000000,3.500000000000000,97.400000000000006,7.900000000000000,"2"
"652",DOLORES,mayo,-33.142857142857146,-55.636363636363633,"9","87648",11.600000000000000,17.899999999999999,,83.400000000000006,7.700000000000000,3.900000000000000,58.700000000000003,7.200000000000000,"2"
"653",DOLORES,jun,-33.142857142857146,-55.636363636363633,"9","87648",8.699999999999999,14.300000000000001,,84.900000000000006,8.199999999999999,4.300000000000000,59.899999999999999,7.400000000000000,"2"
"654",DOLORES,jul,-33.142857142857146,-55.636363636363633,"9","87648",7.800000000000000,13.600000000000000,,84.000000000000000,9.900000000000000,4.200000000000000,59.600000000000001,7.200000000000000,"2"
"655",DOLORES,ago,-33.142857142857146,-55.636363636363633,"9","87648",9.800000000000001,15.900000000000000,,81.299999999999997,10.199999999999999,4.000000000000000,59.000000000000000,6.700000000000000,"2"
"656",DOLORES,sep,-33.142857142857146,-55.636363636363633,"9","87648",11.699999999999999,17.500000000000000,,79.700000000000003,11.199999999999999,4.000000000000000,,,"2"
"657",DOLORES,oct,-33.142857142857146,-55.636363636363633,"9","87648",14.900000000000000,21.000000000000000,,77.599999999999994,11.400000000000000,4.000000000000000,102.099999999999994,9.699999999999999,"2"
"658",DOLORES,nov,-33.142857142857146,-55.636363636363633,"9","87648",17.600000000000001,23.800000000000001,,75.299999999999997,12.000000000000000,3.800000000000000,108.700000000000003,9.400000000000000,"2"
"659",DOLORES,dic,-33.142857142857146,-55.636363636363633,"9","87648",20.300000000000001,27.000000000000000,,72.000000000000000,10.800000000000001,3.600000000000000,83.900000000000006,8.300000000000001,"2"
"660",PIGUE,ene,-35.333333333333336,-59.391304347826086,"304","87679",21.100000000000001,28.800000000000001,14.300000000000001,61.000000000000000,11.900000000000000,3.800000000000000,,,"3"
"661",PIGUE,feb,-35.333333333333336,-59.391304347826086,"304","87679",20.000000000000000,27.399999999999999,13.300000000000001,65.599999999999994,10.800000000000001,3.600000000000000,101.599999999999994,7.400000000000000,"1"
"662",PIGUE,mar,-35.333333333333336,-59.391304347826086,"304","87679",17.600000000000001,24.500000000000000,11.699999999999999,70.900000000000006,10.199999999999999,3.800000000000000,92.799999999999997,8.400000000000000,"1"
"663",PIGUE,abril,-35.333333333333336,-59.391304347826086,"304","87679",13.400000000000000,19.800000000000001,7.700000000000000,73.799999999999997,9.100000000000000,3.900000000000000,,,"3"
"664",PIGUE,mayo,-35.333333333333336,-59.391304347826086,"304","87679",9.699999999999999,15.600000000000000,4.600000000000000,77.299999999999997,8.800000000000001,4.500000000000000,,,"2"
"665",PIGUE,jun,-35.333333333333336,-59.391304347826086,"304","87679",6.800000000000000,12.199999999999999,2.100000000000000,78.700000000000003,9.400000000000000,5.000000000000000,22.500000000000000,6.300000000000000,"2"
"666",PIGUE,jul,-35.333333333333336,-59.391304347826086,"304","87679",6.100000000000000,11.600000000000000,1.200000000000000,76.500000000000000,10.900000000000000,4.600000000000000,26.199999999999999,6.500000000000000,"2"
"667",PIGUE,ago,-35.333333333333336,-59.391304347826086,"304","87679",8.199999999999999,14.400000000000000,2.500000000000000,69.200000000000003,12.000000000000000,4.500000000000000,34.799999999999997,5.900000000000000,"2"
"668",PIGUE,sep,-35.333333333333336,-59.391304347826086,"304","87679",10.199999999999999,16.699999999999999,4.100000000000000,69.000000000000000,12.800000000000001,4.300000000000000,63.200000000000003,7.200000000000000,"2"
"669",PIGUE,oct,-35.333333333333336,-59.391304347826086,"304","87679",13.500000000000000,20.000000000000000,7.300000000000000,68.000000000000000,12.400000000000000,4.200000000000000,95.500000000000000,9.699999999999999,"2"
"670",PIGUE,nov,-35.333333333333336,-59.391304347826086,"304","87679",16.699999999999999,23.699999999999999,9.900000000000000,63.799999999999997,12.900000000000000,4.100000000000000,87.099999999999994,8.900000000000000,"1"
"671",PIGUE,dic,-35.333333333333336,-59.391304347826086,"304","87679",20.100000000000001,27.500000000000000,12.800000000000001,58.500000000000000,12.500000000000000,3.900000000000000,88.299999999999997,8.900000000000000,"1"
"672",TRES ARROYOS,ene,-35.000000000000000,-56.000000000000000,"115","87688",21.500000000000000,29.300000000000001,15.100000000000000,60.000000000000000,14.900000000000000,3.700000000000000,85.099999999999994,9.199999999999999,"1"
"673",TRES ARROYOS,feb,-35.000000000000000,-56.000000000000000,"115","87688",20.399999999999999,27.699999999999999,14.500000000000000,66.500000000000000,13.400000000000000,3.600000000000000,99.500000000000000,8.199999999999999,"1"
"674",TRES ARROYOS,mar,-35.000000000000000,-56.000000000000000,"115","87688",18.100000000000001,25.100000000000001,12.900000000000000,70.599999999999994,12.699999999999999,3.800000000000000,83.500000000000000,9.500000000000000,"1"
"675",TRES ARROYOS,abril,-35.000000000000000,-56.000000000000000,"115","87688",14.100000000000000,20.600000000000001,9.199999999999999,73.000000000000000,12.900000000000000,3.900000000000000,74.500000000000000,9.300000000000001,"2"
"676",TRES ARROYOS,mayo,-35.000000000000000,-56.000000000000000,"115","87688",10.600000000000000,16.399999999999999,6.300000000000000,76.700000000000003,12.100000000000000,4.600000000000000,59.299999999999997,8.300000000000001,"2"
"677",TRES ARROYOS,jun,-35.000000000000000,-56.000000000000000,"115","87688",7.800000000000000,13.100000000000000,3.800000000000000,77.000000000000000,13.000000000000000,4.900000000000000,34.500000000000000,7.300000000000000,"2"
"678",TRES ARROYOS,jul,-35.000000000000000,-56.000000000000000,"115","87688",7.100000000000000,12.500000000000000,3.000000000000000,76.099999999999994,13.100000000000000,4.800000000000000,43.200000000000003,9.000000000000000,"2"
"679",TRES ARROYOS,ago,-35.000000000000000,-56.000000000000000,"115","87688",8.800000000000001,14.900000000000000,4.000000000000000,70.599999999999994,13.699999999999999,4.600000000000000,42.299999999999997,7.700000000000000,"2"
"680",TRES ARROYOS,sep,-35.000000000000000,-56.000000000000000,"115","87688",10.600000000000000,17.000000000000000,5.400000000000000,70.099999999999994,13.800000000000001,4.600000000000000,63.100000000000001,8.800000000000001,"2"
"681",TRES ARROYOS,oct,-35.000000000000000,-56.000000000000000,"115","87688",13.800000000000001,20.199999999999999,8.199999999999999,68.900000000000006,15.100000000000000,4.300000000000000,82.500000000000000,10.800000000000001,"2"
"682",TRES ARROYOS,nov,-35.000000000000000,-56.000000000000000,"115","87688",16.899999999999999,23.800000000000001,10.800000000000001,64.299999999999997,15.400000000000000,4.100000000000000,88.299999999999997,9.500000000000000,"1"
"683",TRES ARROYOS,dic,-35.000000000000000,-56.000000000000000,"115","87688",20.000000000000000,27.399999999999999,13.300000000000001,59.299999999999997,16.399999999999999,3.700000000000000,80.000000000000000,9.100000000000000,"1"
"684",MAR DEL PLATA,ene,-35.928571428571431,-55.285714285714285,"21","87692",20.399999999999999,26.500000000000000,14.600000000000000,74.400000000000006,16.000000000000000,3.700000000000000,94.900000000000006,8.300000000000001,"1"
"685",MAR DEL PLATA,feb,-35.928571428571431,-55.285714285714285,"21","87692",19.800000000000001,25.600000000000001,14.300000000000001,76.900000000000006,14.800000000000001,3.700000000000000,93.900000000000006,7.900000000000000,"1"
"686",MAR DEL PLATA,mar,-35.928571428571431,-55.285714285714285,"21","87692",18.199999999999999,23.899999999999999,13.000000000000000,79.299999999999997,13.699999999999999,3.800000000000000,95.700000000000003,9.000000000000000,"1"
"687",MAR DEL PLATA,abril,-35.928571428571431,-55.285714285714285,"21","87692",14.500000000000000,20.399999999999999,9.199999999999999,80.500000000000000,12.300000000000001,4.000000000000000,85.500000000000000,9.100000000000000,"2"
"688",MAR DEL PLATA,mayo,-35.928571428571431,-55.285714285714285,"21","87692",11.199999999999999,16.800000000000001,6.300000000000000,82.400000000000006,12.199999999999999,4.300000000000000,66.400000000000006,8.600000000000000,"2"
"689",MAR DEL PLATA,jun,-35.928571428571431,-55.285714285714285,"21","87692",8.400000000000000,13.600000000000000,3.800000000000000,82.700000000000003,12.800000000000001,4.700000000000000,57.399999999999999,8.500000000000000,"2"
"690",MAR DEL PLATA,jul,-35.928571428571431,-55.285714285714285,"21","87692",7.500000000000000,12.699999999999999,3.100000000000000,82.500000000000000,12.600000000000000,4.600000000000000,55.700000000000003,8.800000000000001,"2"
"691",MAR DEL PLATA,ago,-35.928571428571431,-55.285714285714285,"21","87692",8.800000000000001,14.500000000000000,4.100000000000000,80.799999999999997,13.600000000000000,4.500000000000000,55.899999999999999,7.900000000000000,"2"
"692",MAR DEL PLATA,sep,-35.928571428571431,-55.285714285714285,"21","87692",10.400000000000000,15.900000000000000,5.300000000000000,79.599999999999994,14.000000000000000,4.500000000000000,57.299999999999997,7.900000000000000,"2"
"693",MAR DEL PLATA,oct,-35.928571428571431,-55.285714285714285,"21","87692",13.300000000000001,18.899999999999999,7.800000000000000,78.400000000000006,15.400000000000000,4.200000000000000,89.299999999999997,9.800000000000001,"2"
"694",MAR DEL PLATA,nov,-35.928571428571431,-55.285714285714285,"21","87692",15.900000000000000,21.699999999999999,10.199999999999999,76.500000000000000,15.800000000000001,4.100000000000000,81.299999999999997,9.600000000000000,"2"
"695",MAR DEL PLATA,dic,-35.928571428571431,-55.285714285714285,"21","87692",18.500000000000000,24.500000000000000,12.600000000000000,74.599999999999994,16.199999999999999,3.800000000000000,92.799999999999997,8.800000000000001,"1"
"696",NEUQUEN,ene,-36.947368421052630,-60.500000000000000,"271","87715",23.699999999999999,31.899999999999999,15.500000000000000,36.700000000000003,12.800000000000001,2.600000000000000,12.900000000000000,2.700000000000000,"3"
"697",NEUQUEN,feb,-36.947368421052630,-60.500000000000000,"271","87715",22.300000000000001,30.600000000000001,14.199999999999999,44.000000000000000,11.300000000000001,2.600000000000000,11.900000000000000,2.600000000000000,"3"
"698",NEUQUEN,mar,-36.947368421052630,-60.500000000000000,"271","87715",18.899999999999999,27.000000000000000,11.600000000000000,53.399999999999999,9.900000000000000,3.100000000000000,23.600000000000001,3.500000000000000,"3"
"699",NEUQUEN,abril,-36.947368421052630,-60.500000000000000,"271","87715",13.400000000000000,21.600000000000001,6.800000000000000,62.200000000000003,8.800000000000001,3.500000000000000,15.300000000000001,4.900000000000000,"3"
"700",NEUQUEN,mayo,-36.947368421052630,-60.500000000000000,"271","87715",9.199999999999999,16.500000000000000,3.500000000000000,67.700000000000003,8.300000000000001,4.300000000000000,21.100000000000001,5.500000000000000,"2"
"701",NEUQUEN,jun,-36.947368421052630,-60.500000000000000,"271","87715",6.600000000000000,12.900000000000000,1.500000000000000,71.700000000000003,9.300000000000001,4.800000000000000,23.500000000000000,7.100000000000000,"2"
"702",NEUQUEN,jul,-36.947368421052630,-60.500000000000000,"271","87715",5.800000000000000,12.900000000000000,0.200000000000000,68.500000000000000,9.500000000000000,4.400000000000000,15.900000000000000,4.900000000000000,"2"
"703",NEUQUEN,ago,-36.947368421052630,-60.500000000000000,"271","87715",8.100000000000000,15.900000000000000,1.600000000000000,58.700000000000003,9.699999999999999,4.300000000000000,11.400000000000000,3.900000000000000,"2"
"704",NEUQUEN,sep,-36.947368421052630,-60.500000000000000,"271","87715",11.400000000000000,18.899999999999999,4.400000000000000,51.100000000000001,10.300000000000001,4.000000000000000,19.300000000000001,4.600000000000000,"2"
"705",NEUQUEN,oct,-36.947368421052630,-60.500000000000000,"271","87715",15.600000000000000,23.199999999999999,8.199999999999999,44.299999999999997,12.800000000000001,3.800000000000000,20.300000000000001,4.100000000000000,"3"
"706",NEUQUEN,nov,-36.947368421052630,-60.500000000000000,"271","87715",19.399999999999999,27.100000000000001,11.600000000000000,38.299999999999997,13.900000000000000,3.400000000000000,14.500000000000000,2.900000000000000,"3"
"707",NEUQUEN,dic,-36.947368421052630,-60.500000000000000,"271","87715",22.399999999999999,30.199999999999999,14.500000000000000,36.100000000000001,13.800000000000001,3.100000000000000,11.199999999999999,3.000000000000000,"3"
"708",BAHIA BLANCA,ene,-36.636363636363633,-56.000000000000000,"83","87750",23.600000000000001,31.100000000000001,16.300000000000001,54.100000000000001,,3.300000000000000,67.099999999999994,7.600000000000000,"1"
"709",BAHIA BLANCA,feb,-36.636363636363633,-56.000000000000000,"83","87750",22.100000000000001,29.600000000000001,15.199999999999999,60.500000000000000,,3.000000000000000,67.099999999999994,6.400000000000000,"1"
"710",BAHIA BLANCA,mar,-36.636363636363633,-56.000000000000000,"83","87750",19.399999999999999,26.600000000000001,13.400000000000000,66.500000000000000,,3.300000000000000,75.200000000000003,8.100000000000000,"1"
"711",BAHIA BLANCA,abril,-36.636363636363633,-56.000000000000000,"83","87750",14.900000000000000,21.800000000000001,9.199999999999999,70.500000000000000,,3.500000000000000,54.500000000000000,7.000000000000000,"2"
"712",BAHIA BLANCA,mayo,-36.636363636363633,-56.000000000000000,"83","87750",11.100000000000000,17.500000000000000,6.000000000000000,74.500000000000000,,4.000000000000000,41.200000000000003,5.500000000000000,"2"
"713",BAHIA BLANCA,jun,-36.636363636363633,-56.000000000000000,"83","87750",8.100000000000000,14.100000000000000,3.300000000000000,75.099999999999994,,4.300000000000000,31.500000000000000,5.900000000000000,"2"
"714",BAHIA BLANCA,jul,-36.636363636363633,-56.000000000000000,"83","87750",7.500000000000000,13.699999999999999,2.400000000000000,73.799999999999997,,4.100000000000000,31.100000000000001,5.900000000000000,"2"
"715",BAHIA BLANCA,ago,-36.636363636363633,-56.000000000000000,"83","87750",9.400000000000000,16.300000000000001,3.900000000000000,68.900000000000006,,4.100000000000000,34.500000000000000,5.100000000000000,"2"
"716",BAHIA BLANCA,sep,-36.636363636363633,-56.000000000000000,"83","87750",11.600000000000000,18.500000000000000,5.600000000000000,67.200000000000003,,4.000000000000000,51.600000000000001,6.700000000000000,"2"
"717",BAHIA BLANCA,oct,-36.636363636363633,-56.000000000000000,"83","87750",15.100000000000000,22.199999999999999,8.500000000000000,64.799999999999997,,3.900000000000000,73.299999999999997,8.900000000000000,"1"
"718",BAHIA BLANCA,nov,-36.636363636363633,-56.000000000000000,"83","87750",18.699999999999999,25.899999999999999,11.400000000000000,58.500000000000000,,3.600000000000000,56.799999999999997,7.000000000000000,"1"
"719",BAHIA BLANCA,dic,-36.636363636363633,-56.000000000000000,"83","87750",22.000000000000000,29.300000000000001,14.400000000000000,53.299999999999997,,3.400000000000000,67.299999999999997,7.000000000000000,"1"
"720",BARILOCHE,ene,-34.333333333333336,-65.000000000000000,"835","87765",15.000000000000000,22.600000000000001,6.600000000000000,54.100000000000001,22.899999999999999,2.900000000000000,20.000000000000000,3.700000000000000,"3"
"721",BARILOCHE,feb,-34.333333333333336,-65.000000000000000,"835","87765",14.800000000000001,23.000000000000000,6.300000000000000,54.799999999999997,19.800000000000001,2.700000000000000,15.300000000000001,3.400000000000000,"3"
"722",BARILOCHE,mar,-34.333333333333336,-65.000000000000000,"835","87765",11.900000000000000,19.699999999999999,4.700000000000000,62.399999999999999,18.300000000000001,3.400000000000000,35.200000000000003,6.700000000000000,"2"
"723",BARILOCHE,abril,-34.333333333333336,-65.000000000000000,"835","87765",7.900000000000000,14.600000000000000,2.300000000000000,69.799999999999997,19.100000000000001,4.000000000000000,58.899999999999999,8.199999999999999,"2"
"724",BARILOCHE,mayo,-34.333333333333336,-65.000000000000000,"835","87765",4.900000000000000,10.199999999999999,0.600000000000000,76.400000000000006,15.900000000000000,4.900000000000000,130.099999999999994,13.600000000000000,"2"
"725",BARILOCHE,jun,-34.333333333333336,-65.000000000000000,"835","87765",2.900000000000000,6.900000000000000,-0.600000000000000,80.200000000000003,17.899999999999999,5.500000000000000,170.099999999999994,16.100000000000001,"2"
"726",BARILOCHE,jul,-34.333333333333336,-65.000000000000000,"835","87765",2.100000000000000,6.700000000000000,-1.600000000000000,78.900000000000006,16.600000000000001,5.000000000000000,122.099999999999994,14.000000000000000,"2"
"727",BARILOCHE,ago,-34.333333333333336,-65.000000000000000,"835","87765",3.000000000000000,8.300000000000001,-1.100000000000000,75.900000000000006,16.800000000000001,4.800000000000000,101.400000000000006,13.000000000000000,"2"
"728",BARILOCHE,sep,-34.333333333333336,-65.000000000000000,"835","87765",5.100000000000000,11.500000000000000,-0.200000000000000,68.200000000000003,17.100000000000001,4.200000000000000,56.500000000000000,9.100000000000000,"2"
"729",BARILOCHE,oct,-34.333333333333336,-65.000000000000000,"835","87765",8.000000000000000,14.800000000000001,1.800000000000000,62.500000000000000,23.399999999999999,4.000000000000000,49.399999999999999,8.300000000000001,"2"
"730",BARILOCHE,nov,-34.333333333333336,-65.000000000000000,"835","87765",10.800000000000001,17.899999999999999,3.700000000000000,57.700000000000003,25.399999999999999,3.600000000000000,29.300000000000001,5.400000000000000,"2"
"731",BARILOCHE,dic,-34.333333333333336,-65.000000000000000,"835","87765",13.500000000000000,20.500000000000000,5.900000000000000,54.899999999999999,25.199999999999999,3.300000000000000,23.399999999999999,4.600000000000000,"3"
"732",MAQUINCHAO,ene,-37.000000000000000,-66.636363636363640,"888","87774",18.000000000000000,26.399999999999999,9.300000000000001,42.799999999999997,11.600000000000000,2.800000000000000,,,"3"
"733",MAQUINCHAO,feb,-37.000000000000000,-66.636363636363640,"888","87774",17.500000000000000,25.699999999999999,9.100000000000000,46.899999999999999,9.100000000000000,2.700000000000000,,,"3"
"734",MAQUINCHAO,mar,-37.000000000000000,-66.636363636363640,"888","87774",14.100000000000000,21.899999999999999,6.600000000000000,52.700000000000003,8.400000000000000,3.300000000000000,26.199999999999999,3.200000000000000,"3"
"735",MAQUINCHAO,abril,-37.000000000000000,-66.636363636363640,"888","87774",8.900000000000000,16.300000000000001,2.300000000000000,59.600000000000001,8.000000000000000,3.500000000000000,20.699999999999999,3.600000000000000,"3"
"736",MAQUINCHAO,mayo,-37.000000000000000,-66.636363636363640,"888","87774",4.400000000000000,10.900000000000000,-0.600000000000000,67.099999999999994,6.100000000000000,4.000000000000000,23.300000000000001,5.100000000000000,"2"
"737",MAQUINCHAO,jun,-37.000000000000000,-66.636363636363640,"888","87774",1.400000000000000,6.600000000000000,-2.900000000000000,72.000000000000000,7.500000000000000,4.400000000000000,28.100000000000001,6.900000000000000,"2"
"738",MAQUINCHAO,jul,-37.000000000000000,-66.636363636363640,"888","87774",0.500000000000000,6.200000000000000,-4.600000000000000,69.500000000000000,6.900000000000000,3.900000000000000,,,"2"
"739",MAQUINCHAO,ago,-37.000000000000000,-66.636363636363640,"888","87774",2.700000000000000,9.199999999999999,-3.100000000000000,64.500000000000000,8.300000000000001,3.900000000000000,11.500000000000000,3.400000000000000,"2"
"740",MAQUINCHAO,sep,-37.000000000000000,-66.636363636363640,"888","87774",5.700000000000000,12.900000000000000,-1.100000000000000,58.100000000000001,8.300000000000001,3.700000000000000,14.900000000000000,3.500000000000000,"3"
"741",MAQUINCHAO,oct,-37.000000000000000,-66.636363636363640,"888","87774",9.800000000000001,16.899999999999999,2.300000000000000,52.299999999999997,12.600000000000000,3.700000000000000,18.600000000000001,3.200000000000000,"3"
"742",MAQUINCHAO,nov,-37.000000000000000,-66.636363636363640,"888","87774",13.500000000000000,20.899999999999999,5.400000000000000,47.600000000000001,13.699999999999999,3.500000000000000,,,"3"
"743",MAQUINCHAO,dic,-37.000000000000000,-66.636363636363640,"888","87774",16.600000000000001,24.199999999999999,7.900000000000000,44.799999999999997,12.699999999999999,3.200000000000000,,,"3"
"744",VIEDMA,ene,-38.823529411764703,-3.000000000000000,"7","87791",22.100000000000001,29.399999999999999,14.699999999999999,50.200000000000003,,2.900000000000000,31.399999999999999,5.200000000000000,"3"
"745",VIEDMA,feb,-38.823529411764703,-3.000000000000000,"7","87791",20.800000000000001,28.300000000000001,14.100000000000000,56.100000000000001,,2.800000000000000,43.000000000000000,5.600000000000000,"1"
"746",VIEDMA,mar,-38.823529411764703,-3.000000000000000,"7","87791",18.300000000000001,25.300000000000001,12.000000000000000,62.799999999999997,,3.100000000000000,54.100000000000001,6.000000000000000,"1"
"747",VIEDMA,abril,-38.823529411764703,-3.000000000000000,"7","87791",13.800000000000001,20.899999999999999,7.800000000000000,67.299999999999997,,3.300000000000000,41.799999999999997,6.400000000000000,"2"
"748",VIEDMA,mayo,-38.823529411764703,-3.000000000000000,"7","87791",9.900000000000000,16.300000000000001,4.700000000000000,73.400000000000006,,3.900000000000000,28.800000000000001,7.100000000000000,"2"
"749",VIEDMA,jun,-38.823529411764703,-3.000000000000000,"7","87791",7.200000000000000,13.100000000000000,2.400000000000000,75.000000000000000,,4.200000000000000,25.600000000000001,8.000000000000000,"2"
"750",VIEDMA,jul,-38.823529411764703,-3.000000000000000,"7","87791",6.600000000000000,12.800000000000001,1.500000000000000,72.099999999999994,,4.000000000000000,26.000000000000000,7.200000000000000,"2"
"751",VIEDMA,ago,-38.823529411764703,-3.000000000000000,"7","87791",8.199999999999999,15.100000000000000,2.300000000000000,66.900000000000006,,3.900000000000000,22.300000000000001,5.800000000000000,"2"
"752",VIEDMA,sep,-38.823529411764703,-3.000000000000000,"7","87791",10.500000000000000,17.500000000000000,4.000000000000000,64.000000000000000,,3.800000000000000,25.199999999999999,5.500000000000000,"2"
"753",VIEDMA,oct,-38.823529411764703,-3.000000000000000,"7","87791",14.300000000000001,21.399999999999999,7.100000000000000,57.799999999999997,,3.600000000000000,30.300000000000001,6.100000000000000,"2"
"754",VIEDMA,nov,-38.823529411764703,-3.000000000000000,"7","87791",17.699999999999999,25.000000000000000,10.100000000000000,51.000000000000000,,3.400000000000000,23.600000000000001,5.100000000000000,"3"
"755",VIEDMA,dic,-38.823529411764703,-3.000000000000000,"7","87791",20.600000000000001,27.899999999999999,12.900000000000000,48.200000000000003,,3.100000000000000,21.300000000000001,5.000000000000000,"3"
"756",ESQUEL,ene,-40.928571428571431,-64.333333333333329,"797","87803",15.100000000000000,21.699999999999999,8.199999999999999,48.000000000000000,23.399999999999999,3.300000000000000,18.800000000000001,3.800000000000000,"3"
"757",ESQUEL,feb,-40.928571428571431,-64.333333333333329,"797","87803",15.000000000000000,22.199999999999999,7.700000000000000,50.100000000000001,20.000000000000000,3.000000000000000,18.399999999999999,3.700000000000000,"3"
"758",ESQUEL,mar,-40.928571428571431,-64.333333333333329,"797","87803",12.300000000000001,19.100000000000001,5.500000000000000,56.500000000000000,17.199999999999999,3.500000000000000,24.500000000000000,5.600000000000000,"3"
"759",ESQUEL,abril,-40.928571428571431,-64.333333333333329,"797","87803",8.199999999999999,14.400000000000000,2.700000000000000,63.500000000000000,17.399999999999999,3.800000000000000,43.100000000000001,7.000000000000000,"2"
"760",ESQUEL,mayo,-40.928571428571431,-64.333333333333329,"797","87803",4.900000000000000,10.100000000000000,0.500000000000000,72.200000000000003,14.500000000000000,4.400000000000000,65.000000000000000,9.699999999999999,"2"
"761",ESQUEL,jun,-40.928571428571431,-64.333333333333329,"797","87803",2.400000000000000,6.700000000000000,-1.800000000000000,76.599999999999994,15.400000000000000,4.700000000000000,79.400000000000006,11.000000000000000,"2"
"762",ESQUEL,jul,-40.928571428571431,-64.333333333333329,"797","87803",1.500000000000000,6.100000000000000,-2.800000000000000,75.500000000000000,14.600000000000000,4.500000000000000,60.200000000000003,9.400000000000000,"2"
"763",ESQUEL,ago,-40.928571428571431,-64.333333333333329,"797","87803",3.200000000000000,8.500000000000000,-1.400000000000000,70.900000000000006,14.699999999999999,4.300000000000000,47.000000000000000,9.600000000000000,"2"
"764",ESQUEL,sep,-40.928571428571431,-64.333333333333329,"797","87803",5.500000000000000,11.800000000000001,0.000000000000000,62.899999999999999,15.800000000000001,4.100000000000000,35.700000000000003,7.300000000000000,"2"
"765",ESQUEL,oct,-40.928571428571431,-64.333333333333329,"797","87803",8.400000000000000,14.699999999999999,2.300000000000000,55.200000000000003,20.600000000000001,3.900000000000000,28.300000000000001,6.100000000000000,"2"
"766",ESQUEL,nov,-40.928571428571431,-64.333333333333329,"797","87803",11.199999999999999,17.600000000000001,4.700000000000000,50.000000000000000,23.500000000000000,3.700000000000000,20.800000000000001,4.400000000000000,"3"
"767",ESQUEL,dic,-40.928571428571431,-64.333333333333329,"797","87803",13.600000000000000,19.899999999999999,7.000000000000000,48.100000000000001,23.800000000000001,3.600000000000000,20.800000000000001,4.100000000000000,"3"
"768",TRELEW,ene,-38.000000000000000,-61.250000000000000,"43","87828",21.500000000000000,29.199999999999999,13.600000000000000,41.700000000000003,24.199999999999999,3.600000000000000,13.600000000000000,3.800000000000000,"3"
"769",TRELEW,feb,-38.000000000000000,-61.250000000000000,"43","87828",20.300000000000001,28.100000000000001,12.600000000000000,49.000000000000000,23.000000000000000,3.500000000000000,18.899999999999999,4.100000000000000,"3"
"770",TRELEW,mar,-38.000000000000000,-61.250000000000000,"43","87828",17.600000000000001,25.000000000000000,10.500000000000000,53.600000000000001,20.199999999999999,3.700000000000000,23.300000000000001,5.400000000000000,"2"
"771",TRELEW,abril,-38.000000000000000,-61.250000000000000,"43","87828",13.300000000000001,20.699999999999999,6.700000000000000,57.000000000000000,19.100000000000001,3.800000000000000,24.800000000000001,4.600000000000000,"2"
"772",TRELEW,mayo,-38.000000000000000,-61.250000000000000,"43","87828",9.199999999999999,15.699999999999999,3.400000000000000,65.700000000000003,16.600000000000001,4.300000000000000,26.300000000000001,7.100000000000000,"2"
"773",TRELEW,jun,-38.000000000000000,-61.250000000000000,"43","87828",6.200000000000000,12.199999999999999,0.800000000000000,69.599999999999994,17.699999999999999,4.300000000000000,22.199999999999999,8.000000000000000,"2"
